198,3513,1409,75,98,40,3362
199,3540,1413,76,98,27,3389
200,3573,1417,76,98,33,3422
201,3607,1427,77,98,34,3456
202,3645,1440,78,98,38,3494
203,3681,1458,79,98,36,3530
204,3715,1474,80,98,34,3564
205,3745,1478,81,98,30,3594
206,3775,1489,82,98,30,3624
207,3812,1505,83,98,37,3661
208,3859,1527,84,98,47,3708
209,3898,1552,85,98,39,3747
210,3933,1566,80,98,35,3782
211,3972,1578,81,98,39,3821
212,4006,1588,81,98,34,3855
213,4052,1601,82,98,46,3901
214,4087,1606,83,98,35,3936
215,4132,1626,84,98,45,3981
216,4177,1641,85,98,45,4026
217,4214,1659,86,98,37,4063
218,4249,1664,87,98,35,4098
219,4290,1668,88,98,41,4139
220,4334,1680,89,98,44,4183
221,4368,1688,90,98,34,4217
222,4405,1697,90,98,37,4254
223,4452,1720,91,98,47,4301
224,4490,1729,92,98,38,4339
225,4532,1749,93,98,42,4381
226,4576,1772,94,98,44,4425
227,4619,1789,95,98,43,4468
228,4656,1799,96,98,37,4505
229,4695,1813,97,98,39,4544
230,4737,1828,98,98,42,4586
231,4784,1843,99,99,47,4633
232,4827,1855,100,100,43,4676
233,4861,1856,89,100,34,4710
234,4913,1875,90,100,52,4762
235,4966,1888,91,100,53,4815
236,5019,1898,92,100,53,4868
237,5060,1905,93,100,41,4909
238,5108,1916,94,100,48,4957
239,5151,1923,95,100,43,5000
240,5189,1917,96,100,38,5038
241,5233,1924,97,100,44,5082
242,5274,1922,98,100,41,5123
243,5324,1945,99,100,50,5173
244,5370,1962,100,100,46,5219
245,5419,1965,101,101,49,5268
246,5469,1980,102,102,50,5318
247,5521,2008,102,102,52,5370
248,5565,2013,103,103,44,5414
249,5613,2036,98,103,48,5462
250,5661,2058,99,103,48,5510
251,5710,2071,100,103,49,5559
252,5767,2103,101,103,57,5616
253,5809,2110,102,103,42,5658
254,5860,2135,103,103,51,5709
255,5918,2159,78,103,58,5767
256,5980,2190,78,103,62,5829
257,6041,2224,79,103,61,5890
258,6097,2244,80,103,56,5946
259,6161,2275,81,103,64,6010
260,6217,2292,82,103,56,6066
261,6274,2316,83,103,57,6123
262,6331,2346,84,103,57,6180
263,6376,2340,85,103,45,6225
264,6436,2355,86,103,60,6285
265,6509,2377,87,103,73,6358
266,6560,2384,88,103,51,6409
267,6615,2395,89,103,55,6464
268,6670,2418,90,103,55,6519
269,6734,2429,91,103,64,6583
270,6790,2447,92,103,56,6639
271,6859,2464,93,103,69,6708
272,6920,2479,94,103,61,6769
273,6968,2477,95,103,48,6817
274,7035,2485,96,103,67,6884
275,7091,2493,97,103,56,6940
276,7156,2501,97,103,65,7005
277,7219,2514,98,103,63,7068
278,7292,2538,99,103,73,7141
279,7363,2558,100,103,71,7212
280,7430,2589,101,103,67,7279
281,7493,2603,102,103,63,7342
282,7561,2626,103,103,68,7410
283,7632,2648,104,104,71,7481
284,7689,2657,105,105,57,7538
285,7757,2684,106,106,68,7606
286,7832,2719,100,106,75,7681
287,7907,2753,98,106,75,7756
288,7974,2771,99,106,67,7823
289,8033,2785,100,106,59,7882
290,8112,2809,101,106,79,7961
291,8165,2820,99,106,53,8014
292,8233,2836,100,106,68,8082
293,8321,2877,100,106,88,8170
294,8400,2901,101,106,79,8249
295,8477,2922,102,106,77,8326
296,8559,2947,103,106,82,8408
297,8628,2972,86,106,69,8477
298,8707,3005,87,106,79,8556
299,8778,3024,88,106,71,8627
300,8853,3053,89,106,75,8702
301,8919,3074,90,106,66,8768
302,9007,3110,91,106,88,8856
303,9079,3141,92,106,72,8928
304,9163,3183,93,106,84,9012
305,9265,3232,94,106,102,9114
306,9347,3263,83,106,82,9196
307,9427,3289,84,106,80,9276
308,9512,3320,85,106,85,9361
309,9600,3357,84,106,88,9449
310,9681,3385,85,106,81,9530
311,9760,3413,86,106,79,9609
312,9836,3432,87,106,76,9685
313,9916,3447,88,106,80,9765
314,10002,3479,89,106,86,9851
315,10094,3504,90,106,92,9943
316,10187,3546,91,106,93,10036
317,10273,3586,92,106,86,10122
318,10372,3628,93,106,99,10221
319,10460,3657,94,106,88,10309
320,10550,3685,95,106,90,10399
321,10638,3712,90,106,88,10487
322,10741,3754,91,106,103,10590
323,10826,3781,92,106,85,10675
324,10907,3802,93,106,81,10756
325,11029,3869,94,106,122,10878
326,11116,3895,95,106,87,10965
327,11198,3919,96,106,82,11047
328,11312,3971,97,106,114,11161
329,11427,4028,98,106,115,11276
330,11541,4074,99,106,114,11390
331,11657,4132,100,106,116,11506
332,11755,4155,101,106,98,11604
333,11865,4191,86,106,110,11714
334,11973,4222,87,106,108,11822
335,12067,4249,88,106,94,11916
336,12201,4307,85,106,134,12050
337,12299,4327,86,106,98,12148
338,12407,4349,87,106,108,12256
339,12514,4390,88,106,107,12363
340,12632,4433,89,106,118,12481
341,12744,4470,88,106,112,12593
342,12838,4486,89,106,94,12687
343,12953,4526,86,106,115,12802
344,13069,4560,87,106,116,12918
345,13157,4565,88,106,88,13006
346,13275,4608,89,106,118,13124
347,13396,4658,90,106,121,13245
348,13521,4716,91,106,125,13370
349,13635,4762,92,106,114,13484
350,13771,4822,93,106,136,13620
351,13867,4856,85,106,96,13716
352,13981,4896,86,106,114,13830
353,14110,4944,87,106,129,13959
354,14250,4997,87,106,140,14099
355,14387,5053,88,106,137,14236
356,14529,5099,89,106,142,14378
357,14659,5136,90,106,130,14508
358,14802,5197,91,106,143,14651
359,14934,5244,92,106,132,14783
360,15069,5301,93,106,135,14918
361,15205,5340,94,106,136,15054
362,15338,5388,95,106,133,15187
363,15492,5457,92,106,154,15341
364,15635,5513,90,106,143,15484
365,15750,5530,91,106,115,15599
366,15899,5580,92,106,149,15748
367,16062,5651,93,106,163,15911
368,16211,5680,94,106,149,16060
369,16343,5710,95,106,132,16192
370,16470,5745,96,106,127,16319
371,16618,5784,95,106,148,16467
372,16770,5829,96,106,152,16619
373,16917,5889,90,106,147,16766
374,17058,5922,91,106,141,16907
375,17195,5943,92,106,137,17044
376,17339,5982,83,106,144,17188
377,17459,5992,84,106,120,17308
378,17588,6021,85,106,129,17437
379,17730,6068,77,106,142,17579
380,17871,6096,78,106,141,17720
381,18013,6113,78,106,142,17862
382,18188,6177,79,106,175,18037
383,18354,6233,80,106,166,18203
384,18487,6259,81,106,133,18336
385,18630,6306,82,106,143,18479
386,18808,6369,83,106,178,18657
387,18954,6394,84,106,146,18803
388,19134,6474,85,106,180,18983
389,19305,6526,86,106,171,19154
390,19457,6566,87,106,152,19306
391,19629,6630,88,106,172,19478
392,19815,6707,89,106,186,19664
393,19977,6778,90,106,162,19826
394,20159,6852,91,106,182,20008
395,20308,6901,92,106,149,20157
396,20483,6965,93,106,175,20332
397,20643,7013,94,106,160,20492
398,20836,7100,95,106,193,20685
399,21032,7186,96,106,196,20881
400,21260,7279,97,106,228,21109
401,21436,7352,98,106,176,21285
402,21601,7428,99,106,165,21450
403,21761,7485,100,106,160,21610
404,21943,7547,101,106,182,21792
405,22117,7608,102,106,174,21966
406,22319,7693,103,106,202,22168
407,22493,7746,104,106,174,22342
408,22658,7806,105,106,165,22507
409,22873,7883,106,106,215,22722
410,23073,7952,100,106,200,22922
411,23260,8002,95,106,187,23109
412,23468,8077,96,106,208,23317
413,23701,8163,97,106,233,23550
414,23905,8215,98,106,204,23754
415,24120,8295,99,106,215,23969
416,24338,8367,100,106,218,24187
417,24544,8408,101,106,206,24393
418,24759,8461,102,106,215,24608
419,24964,8496,91,106,205,24813
420,25151,8521,92,106,187,25000
421,25355,8558,93,106,204,25204
422,25582,8602,94,106,227,25431
423,25789,8638,95,106,207,25638
424,25987,8647,96,106,198,25836
425,26227,8680,97,106,240,26076
426,26444,8688,98,106,217,26293
427,26644,8684,99,106,200,26493
428,26860,8712,100,106,216,26709
429,27094,8737,101,106,234,26943
430,27296,8721,95,106,202,27145
431,27516,8688,96,106,220,27365
432,27743,8676,97,106,227,27592
433,27982,8670,98,106,239,27831
434,28217,8687,87,106,235,28066
435,28432,8677,88,106,215,28281
436,28640,8666,89,106,208,28489
437,28878,8686,90,106,238,28727
438,29102,8683,89,106,224,28951
439,29315,8667,90,106,213,29164
440,29515,8613,91,106,200,29364
441,29719,8597,92,106,204,29568
442,29924,8561,93,106,205,29773
443,30146,8536,94,106,222,29995
444,30375,8517,95,106,229,30224
445,30602,8538,96,106,227,30451
446,30820,8538,97,106,218,30669
447,31053,8562,98,106,233,30902
448,31249,8553,99,106,196,31098
449,31487,8601,98,106,238,31336
450,31686,8575,93,106,199,31535
451,31905,8581,94,106,219,31754
452,32106,8572,95,106,201,31955
453,32310,8582,96,106,204,32159
454,32515,8589,97,106,205,32364
455,32725,8598,98,106,210,32574
456,32941,8640,99,106,216,32790
457,33141,8662,100,106,200,32990
458,33369,8698,101,106,228,33218
459,33591,8745,102,106,222,33440
460,33828,8796,103,106,237,33677
461,34027,8807,100,106,199,33876
462,34258,8878,101,106,231,34107
463,34488,8947,102,106,230,34337
464,34721,9023,103,106,233,34570
465,34942,9070,104,106,221,34791
466,35173,9124,105,106,231,35022
467,35400,9174,106,106,227,35249
468,35643,9252,107,107,243,35492
